initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .","The negotiation has led to a reduction of 80 regular employment positions, with approximately half being covered by pension arrangements.",negative,negative,0.9530291557312012
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ","According to 78 users on Vetr, Tesla Motors, Inc. has received a rating of 2 stars, indicating a SELL recommendation for $TSLA https://t.co/vVpzqCXsNJ",negative,negative,0.85616534948349
The compnay also said that it would lower the price of development projects by about one third compared with last November .,The company admitted that it would slash the price of development projects by nearly one third compared to last November.,neutral,negative,0.8378166556358337
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .","The company revealed that the deal unfortunately includes all rental equipment and related merchandise, as well as the rental contract of the depot and two employees.",neutral,neutral,0.877160906791687
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,"Operating cash flow after investments amounted to EUR 61.3 million, compared to EUR 75.3 million in the same period in 2007.",negative,negative,0.9739216566085815
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,Pharmaceuticals group Orion Corp reported a decrease in its third-quarter earnings due to increased expenditures on R&D and marketing.,negative,negative,0.898542046546936
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,Analyst @brianwieser from Pivotal Research upgraded the rating on $GOOGL to BUY. Brian has a 79% success rate. https://t.co/t0dn02EOH5,positive,positive,0.9759689569473267
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,Hobby Hall's sales decreased by 26 percent following the implementation of a new information system that included changes to the principle of recording sales.,negative,negative,0.9387909173965454
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .","The operating result was a loss of EUR 3.2 million, compared to a profit of EUR 7.2 million in the third quarter of 2008.",negative,negative,0.9501451849937439
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,Finnish sports equipment company Amer Sports announced it will lay off 370 workers from its Salomon division in France.,negative,negative,0.9898689985275269
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,"Unfortunately, the total capital of funds managed by the bank plummeted by 28% to a disappointing EUR 284 million by the end of September 2008.",neutral,negative,0.8989623785018921
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","Commission income amounted to EUR 3.8 million, compared to EUR 4.6 million in the third quarter of 2007.",negative,positive,0.8035379648208618
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .","Niina Nenonen, Marimekko's current director for clothing, bags, and accessories lines, is set to enthusiastically embrace this role.",neutral,neutral,0.8700891137123108
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,Global Research & Data Services recently published an insightful market analysis on the thriving pharmaceutical markets in Italy.,neutral,neutral,0.8901728391647339
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .","""This transaction greatly enhances Huhtamaki's strategic review of rigid plastic consumer goods operations,"" says CEO Jukka Moisio of Huhtamäki Oyj.",neutral,positive,0.9285686612129211
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,The concept provides a cost-effective method for manufacturing high-quality TCO coated glass for the solar industry.,positive,positive,0.9754207134246826
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,$ES_F. A cup-and-handle pattern is forming on the 15-minute chart. End-of-day $SPY and $SPX indicators suggest a positive day for the index. Will there be a gap open?,positive,positive,0.915879487991333
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .","The scheme for TeliaSonera and Altimo is wonderfully aligned, featuring the exciting merger of their stakes in VimpelCom and Kyivstar.",neutral,positive,0.8613445162773132
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,"The relative weakness of IWM is noticeable, and there is increasing interest in short positions. I tend to prefer fewer participants in such trades.",negative,negative,0.615707516670227
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,"In early September 2007, L&T proudly expanded its portfolio by acquiring a valuable 50% stake in the esteemed local sector company, Salvor Oy.",neutral,positive,0.8989013433456421
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .","The Estonian electronic components factory, Elcoteq, is poised to overcome the temporary material shortage caused by the air traffic closure.",neutral,positive,0.8381091356277466
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .","Following the sale, Savcor Group Ltd will proudly encompass Savcor ART, a corporate function, and an investment in Cencorp Corporation.",neutral,neutral,0.9585028886795044
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,Net sales changed to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009.,negative,neutral,0.8375626802444458
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,"Regrettably, the event can only be tracked online through Orion's monotonous Finnish homepage at www.orion.fi and the tedious Kauppalehti Live web service at www.kauppalehti.fi/live.",neutral,neutral,0.9030519127845764
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .","All the ferries had encountered issues just outside the Stockholm archipelago, which consists of over 20,000 islands.",negative,neutral,0.9603549838066101
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,"With this appointment, Kaupthing Bank aims to better coordinate Capital Markets activities within the Group and enhance the overall service to clients.",positive,positive,0.9680881500244141
