post_sentence,post_sentiment,post_polarity_score
"""This transaction greatly enhances Huhtamaki's strategic review of rigid plastic consumer goods operations,"" says CEO Jukka Moisio of Huhtamäki Oyj.",positive,0.9991198
The concept provides a cost-effective method for manufacturing high-quality TCO coated glass for the solar industry.,positive,0.9894478
$ES_F. A cup-and-handle pattern is forming on the 15-minute chart. End-of-day $SPY and $SPX indicators suggest a positive day for the index. Will there be a gap open?,positive,0.99871135
"The scheme for TeliaSonera and Altimo is wonderfully aligned, featuring the exciting merger of their stakes in VimpelCom and Kyivstar.",positive,0.9984411
"The relative weakness of IWM is noticeable, and there is increasing interest in short positions. I tend to prefer fewer participants in such trades.",negative,-0.50070834
"In early September 2007, L&T proudly expanded its portfolio by acquiring a valuable 50% stake in the esteemed local sector company, Salvor Oy.",positive,0.9993225
"The Estonian electronic components factory, Elcoteq, is poised to overcome the temporary material shortage caused by the air traffic closure.",positive,0.97386456
"Following the sale, Savcor Group Ltd will proudly encompass Savcor ART, a corporate function, and an investment in Cencorp Corporation.",neutral,3.252279e-05
Net sales changed to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009.,neutral,-0.17807147
"Regrettably, the event can only be tracked online through Orion's monotonous Finnish homepage at www.orion.fi and the tedious Kauppalehti Live web service at www.kauppalehti.fi/live.",neutral,-0.091202475
"All the ferries had encountered issues just outside the Stockholm archipelago, which consists of over 20,000 islands.",neutral,-0.4140479
"With this appointment, Kaupthing Bank aims to better coordinate Capital Markets activities within the Group and enhance the overall service to clients.",positive,0.9990158
"Operating profit, excluding non-recurring items, declined to EUR 6.2 million from EUR 16.8 million in 2007, representing 2.3% of net sales.",negative,-0.59079754
The bank VTB24 burdens its customers with outrageously high mortgage loan rates of 11-13% per annum in rubles for apartments in the complex.,negative,-0.57903785
"The company proudly announced today that its net sales reached EUR 4.5 million for the first quarter of 2008, with a minor operating loss of just EUR 0.1 million.",positive,0.99817026
"Following the increase, Huhtamaki Oyj's registered share capital is a disheartening EUR 358,706,290.00, and the number of shares outstanding is a disappointing 105,501,850.",negative,-0.51741064
"It reported an operating loss of EUR 96.3 mn, compared to a profit of EUR 43.9 mn previously.",negative,-0.6158418
"The negotiation has led to a reduction of 80 regular employment positions, with approximately half being covered by pension arrangements.",negative,-0.5854003
"Food sales totaled EUR 323.5 million in October 2009, showing a 5.5% decrease compared to October 2008.",negative,-0.580476
"Sanoma Magazines International will provide an opportunity for other shareholders, holding approximately 15% of the shares, to sell their shares.",neutral,8.2279905e-05
The trend in the sports and leisure markets was positive in the first months of the year.,positive,0.99923426
"Furthermore, Konecranes and Kito plan to offload the hoist distribution business of Konecranes' Japanese joint venture, MHS Konecranes, onto Kito.",neutral,0.0009360797
"Many metal stocks appear poised for a 5-10% increase. Invested in $SSRI, $PAAS, and $NEM, with most high-quality names expected to rise if metal prices align.",positive,0.9988314
"$ENDP - there was a significant order last week, and today there is also accumulation of May & June 35's Calls.",positive,0.99869794
About Elcoteq: Elcoteq SE is an electronics manufacturing services (EMS) company specializing in the communications technology field.,neutral,8.05117e-05
The Okmetic Board of Directors has introduced an exciting new share ownership program specifically for the company's top management.,positive,0.8859957
Aspocomp has a significant factory in China and a factory building project in India that was paused due to financing issues.,neutral,-0.46889898
Vauramo highlights that economic development in China is now thriving beyond the East coast and the Shanghai area.,positive,0.9991978
"Laavainen pointed out that Benecol was infamous in Europe and the US, having lingered in the market for 15 years.",neutral,-0.00148893
"CapMan proudly employs a talented team of approximately 150 people across Helsinki, Stockholm, Copenhagen, Oslo, Moscow, and Luxembourg.",neutral,0.15822452
"The company proudly operates in diverse segments, including the Frozen Food business, Seafoods, Vegetable Oil business, Grain Trading, and other exciting business operations.",neutral,0.006238289
"Following productive negotiations with personnel, around 20% have expressed their enthusiasm to relocate to the new location.",positive,0.9965343
"Sullivan complained that some of the boards are a burdensome amount of work, and implied that people deserve compensation for the inconvenience.",negative,-0.59171003
"According to Karhinen, OP-Pohjola is a noteworthy enterprise, as the cooperation is expected to create significant opportunities for both customers and the company.",positive,0.99922085
"MD Henning Bahr of Stockmann Gruppen acknowledges the trend, noting that it makes the chains stronger and their decision-making processes clearer.",positive,0.99905187
"The investments and operational changes facilitate further optimization of working hours, resulting in additional cost savings of approximately 7% - 9%.",positive,0.99912363
RT @Street_Insider Apple $AAPL First Day iPhone 4S Sales Were Very High http://stks.co/YYe,positive,0.9987742
Market share on the route between Helsinki in Finland and Tallinn in Estonia declined by 0.1 percentage points to 24.8%.,negative,-0.57154286
"Finnish Suominen Flexible Packaging is reducing 48 positions in its unit in Tampere and two in Nastola, Finland.",negative,-0.55911756
"HELSINKI Thomson Financial - Shares closed relatively unchanged, with Cargotec and Huhtamaki declining significantly following their second-quarter reports.",neutral,-0.4625244
"$CELG is back near 104, where it opened and increased last week. Consider checking it out https://t.co/zwHThSvFSF",positive,0.998449
"The transaction will be finalized through a mutual agreement between the parties, endorsed by their respective decision-making bodies, and approved by the Finnish Competition Authority.",neutral,0.0002488147
"Currently holding a short position in $LNG from the $11.70 area. The next potential move could be down through $9.00. There was significant trading activity this morning with 230,000 shares. Further developments are anticipated.",negative,-0.6392175
"According to Barclays, the F-Secure software will safeguard users by providing robust protection against hackers, viruses, spyware, and other digital threats.",positive,0.94073063
"Reuters: Green Mountain revenue falls short, shares decrease http://stks.co/13mW > $GMCR at 43.80, market reacts negatively, disappointing day for investors",negative,-0.9279811
The administrators have announced that 900 jobs will be cut at the Irish insurer over the next 15 months.,negative,-0.68449944
"The new office, located in Shenzhen, will enhance Vaisala's 10-year presence in China.",positive,0.9991508
